,Store,ds,y,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Date_dayofweek,Date_month,Date_year,Date_day,IsHoliday_label,Type_B,Type_C
4462,32,2010-08-27,1140501.03,203007,74.95,2.731,0.0,0.0,0.0,0.0,0.0,190.3284922,9.017,4,8,2010,27,0,0,0
601,5,2010-08-27,288519.75,34875,87.05,2.619,0.0,0.0,0.0,0.0,0.0,212.123908,6.496,4,8,2010,27,0,1,0
5892,42,2010-08-27,465993.51,39690,84.99,3.022,0.0,0.0,0.0,0.0,0.0,126.0892903,9.199,4,8,2010,27,0,0,1
1173,9,2010-08-27,506789.66,125833,84.01,2.619,0.0,0.0,0.0,0.0,0.0,215.1199536,6.442,4,8,2010,27,0,1,0
2603,19,2010-08-27,1557888.16,203819,66.4,2.885,0.0,0.0,0.0,0.0,0.0,132.6932258,8.099,4,8,2010,27,0,0,0
5463,39,2010-08-27,1417515.93,184109,84.31,2.619,0.0,0.0,0.0,0.0,0.0,210.3292106,8.36,4,8,2010,27,0,0,0
3604,26,2010-08-27,977322.52,152513,57.23,2.77,0.0,0.0,0.0,0.0,0.0,132.6932258,8.445,4,8,2010,27,0,0,0
1316,10,2010-08-27,1727565.42,126512,84.99,3.022,0.0,0.0,0.0,0.0,0.0,126.0892903,9.199,4,8,2010,27,0,1,0
3747,27,2010-08-27,1870684.21,204184,70.31,2.885,0.0,0.0,0.0,0.0,0.0,136.557015,7.982,4,8,2010,27,0,0,0
4176,30,2010-08-27,443810.77999999997,42988,86.2,2.619,0.0,0.0,0.0,0.0,0.0,211.2241759,8.099,4,8,2010,27,0,0,1
745,6,2010-09-03,1510925.32,202505,82.15,2.577,0.0,0.0,0.0,0.0,0.0,213.0519222,6.973,4,9,2010,3,0,0,0
2175,16,2010-09-03,542087.89,57197,58.02,2.773,0.0,0.0,0.0,0.0,0.0,190.3621607,6.868,4,9,2010,3,0,1,0
5035,36,2010-09-03,431294.45,39910,82.29,2.533,0.0,0.0,0.0,0.0,0.0,210.2966631,8.36,4,9,2010,3,0,0,0
2318,17,2010-09-03,834373.73,93188,57.86,2.868,0.0,0.0,0.0,0.0,0.0,126.1019355,6.697,4,9,2010,3,0,1,0
5750,41,2010-09-03,1223355.5,196321,64.13,2.773,0.0,0.0,0.0,0.0,0.0,190.3621607,7.335,4,9,2010,3,0,0,0
6036,43,2010-09-03,689326.91,41062,80.43,2.577,0.0,0.0,0.0,0.0,0.0,203.4507258,9.816,4,9,2010,3,0,0,1
1746,13,2010-09-03,1911852.58,219622,65.71,2.868,0.0,0.0,0.0,0.0,0.0,126.1019355,7.951,4,9,2010,3,0,0,0
4749,34,2010-09-03,964356.74,158114,72.59,2.584,0.0,0.0,0.0,0.0,0.0,126.1019355,9.816,4,9,2010,3,0,0,0
1603,12,2010-09-03,1075758.55,112238,83.12,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,14.18,4,9,2010,3,0,1,0
5321,38,2010-09-03,377096.55,39690,83.12,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,14.18,4,9,2010,3,0,0,1
1460,11,2010-09-03,1303914.27,207499,84.94,2.577,0.0,0.0,0.0,0.0,0.0,214.8481685,7.346,4,9,2010,3,0,0,0
2461,18,2010-09-03,1187359.77,120653,75.42,2.735,0.0,0.0,0.0,0.0,0.0,132.7248387,9.342,4,9,2010,3,0,1,0
5178,37,2010-09-03,510427.53,39910,82.29,2.577,0.0,0.0,0.0,0.0,0.0,210.2966631,8.36,4,9,2010,3,0,0,1
3605,26,2010-09-03,1037549.7100000001,152513,66.93,2.735,0.0,0.0,0.0,0.0,0.0,132.7248387,8.445,4,9,2010,3,0,0,0
888,7,2010-09-03,532765.05,70713,49.84,2.773,0.0,0.0,0.0,0.0,0.0,190.3621607,9.017,4,9,2010,3,0,1,0
602,5,2010-09-03,323798.0,34875,84.06,2.577,0.0,0.0,0.0,0.0,0.0,212.0869176,6.496,4,9,2010,3,0,1,0
1889,14,2010-09-03,2182563.66,200898,78.37,2.715,0.0,0.0,0.0,0.0,0.0,182.6042922,8.743,4,9,2010,3,0,0,0
459,4,2010-09-03,1935857.58,205863,76.8,2.584,0.0,0.0,0.0,0.0,0.0,126.1019355,7.372,4,9,2010,3,0,0,0
1031,8,2010-09-03,899036.47,155078,76.14,2.577,0.0,0.0,0.0,0.0,0.0,214.894576,6.315,4,9,2010,3,0,0,0
2604,19,2010-09-03,1623519.6400000001,203819,74.69,2.86,0.0,0.0,0.0,0.0,0.0,132.7248387,8.099,4,9,2010,3,0,0,0
3033,22,2010-09-03,1074535.88,119557,75.85,2.735,0.0,0.0,0.0,0.0,0.0,136.5891118,8.433,4,9,2010,3,0,1,0
1174,9,2010-09-03,511049.06,125833,82.47,2.577,0.0,0.0,0.0,0.0,0.0,215.0779426,6.442,4,9,2010,3,0,1,0
3319,24,2010-09-03,1366381.6,203819,73.52,2.86,0.0,0.0,0.0,0.0,0.0,132.7248387,8.117,4,9,2010,3,0,0,0
173,2,2010-09-03,1904608.09,202307,81.83,2.577,0.0,0.0,0.0,0.0,0.0,211.1886931,8.099,4,9,2010,3,0,0,0
6322,45,2010-09-03,790144.7,118221,78.37,2.715,0.0,0.0,0.0,0.0,0.0,182.6042922,8.743,4,9,2010,3,0,1,0
4463,32,2010-09-03,1095932.51,203007,70.2,2.773,0.0,0.0,0.0,0.0,0.0,190.3621607,9.017,4,9,2010,3,0,0,0
5464,39,2010-09-03,1345167.61,184109,82.13,2.577,0.0,0.0,0.0,0.0,0.0,210.2966631,8.36,4,9,2010,3,0,0,0
5607,40,2010-09-03,976453.34,155083,70.66,2.735,0.0,0.0,0.0,0.0,0.0,132.7248387,5.326,4,9,2010,3,0,0,0
4606,33,2010-09-03,237405.82,39690,90.82,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,9.495,4,9,2010,3,0,0,0
3891,28,2010-09-03,1523410.71,206302,83.12,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,14.18,4,9,2010,3,0,0,0
2747,20,2010-09-03,2121561.41,203742,75.5,2.715,0.0,0.0,0.0,0.0,0.0,204.7583566,7.527,4,9,2010,3,0,0,0
316,3,2010-09-03,366473.97000000003,37392,84.16,2.577,0.0,0.0,0.0,0.0,0.0,214.8481685,7.346,4,9,2010,3,0,1,0
5893,42,2010-09-03,524658.0599999999,39690,83.8,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,9.199,4,9,2010,3,0,0,1
4320,31,2010-09-03,1302047.48,203750,82.57,2.577,0.0,0.0,0.0,0.0,0.0,211.1886931,8.099,4,9,2010,3,0,0,0
6179,44,2010-09-03,295880.12,39910,65.71,2.868,0.0,0.0,0.0,0.0,0.0,126.1019355,7.804,4,9,2010,3,0,0,1
2032,15,2010-09-03,638647.21,123737,73.17,2.86,0.0,0.0,0.0,0.0,0.0,132.7248387,8.099,4,9,2010,3,0,1,0
30,1,2010-09-03,1540163.53,151315,81.21,2.577,0.0,0.0,0.0,0.0,0.0,211.5312479,7.787,4,9,2010,3,0,0,0
1317,10,2010-09-03,1766331.45,126512,83.8,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,9.199,4,9,2010,3,0,1,0
3462,25,2010-09-03,685700.08,128107,71.17,2.715,0.0,0.0,0.0,0.0,0.0,204.7583566,7.527,4,9,2010,3,0,1,0
4892,35,2010-09-03,948660.79,103681,78.52,2.715,0.0,0.0,0.0,0.0,0.0,136.5891118,8.861,4,9,2010,3,0,1,0
4177,30,2010-09-03,461548.98,42988,82.57,2.577,0.0,0.0,0.0,0.0,0.0,211.1886931,8.099,4,9,2010,3,0,0,1
3748,27,2010-09-03,1908110.9,204184,78.52,2.86,0.0,0.0,0.0,0.0,0.0,136.5891118,7.982,4,9,2010,3,0,0,0
3176,23,2010-09-03,1405119.23,114533,72.91,2.735,0.0,0.0,0.0,0.0,0.0,132.7248387,5.326,4,9,2010,3,0,1,0
2890,21,2010-09-03,727772.8,140167,82.57,2.577,0.0,0.0,0.0,0.0,0.0,211.1886931,8.099,4,9,2010,3,0,1,0
4034,29,2010-09-03,579272.38,93638,75.85,2.735,0.0,0.0,0.0,0.0,0.0,132.7248387,10.409,4,9,2010,3,0,1,0
3034,22,2010-09-10,924174.4,119557,68.6,2.717,0.0,0.0,0.0,0.0,0.0,136.6212085,8.433,4,9,2010,10,1,1,0
3320,24,2010-09-10,1474498.59,203819,67.11,2.837,0.0,0.0,0.0,0.0,0.0,132.7564516,8.117,4,9,2010,10,1,0,0
4178,30,2010-09-10,455162.92,42988,79.3,2.565,0.0,0.0,0.0,0.0,0.0,211.1532104,8.099,4,9,2010,10,1,0,1
174,2,2010-09-10,1839128.83,202307,79.09,2.565,0.0,0.0,0.0,0.0,0.0,211.1532104,8.099,4,9,2010,10,1,0,0
3463,25,2010-09-10,655811.9500000001,128107,61.14,2.699,0.0,0.0,0.0,0.0,0.0,204.7266827,7.527,4,9,2010,10,1,1,0
6323,45,2010-09-10,721460.22,118221,70.87,2.699,0.0,0.0,0.0,0.0,0.0,182.598178,8.743,4,9,2010,10,1,1,0
1175,9,2010-09-10,484835.2,125833,77.7,2.565,0.0,0.0,0.0,0.0,0.0,215.0359315,6.442,4,9,2010,10,1,1,0
4464,32,2010-09-10,1028635.39,203007,68.44,2.78,0.0,0.0,0.0,0.0,0.0,190.3958293,9.017,4,9,2010,10,1,0,0
5465,39,2010-09-10,1279666.47,184109,79.94,2.565,0.0,0.0,0.0,0.0,0.0,210.2641156,8.36,4,9,2010,10,1,0,0
5751,41,2010-09-10,1172672.27,196321,63.3,2.78,0.0,0.0,0.0,0.0,0.0,190.3958293,7.335,4,9,2010,10,1,0,0
5894,42,2010-09-10,589091.04,39690,84.04,2.961,0.0,0.0,0.0,0.0,0.0,126.1145806,9.199,4,9,2010,10,1,0,1
6180,44,2010-09-10,283455.13,39910,65.74,2.87,0.0,0.0,0.0,0.0,0.0,126.1145806,7.804,4,9,2010,10,1,0,1
2605,19,2010-09-10,1591453.39,203819,63.36,2.837,0.0,0.0,0.0,0.0,0.0,132.7564516,8.099,4,9,2010,10,1,0,0
1318,10,2010-09-10,1720530.23,126512,84.04,2.961,0.0,0.0,0.0,0.0,0.0,126.1145806,9.199,4,9,2010,10,1,1,0
3606,26,2010-09-10,1042226.2999999999,152513,54.82,2.717,0.0,0.0,0.0,0.0,0.0,132.7564516,8.445,4,9,2010,10,1,0,0
603,5,2010-09-10,306533.08,34875,79.86,2.565,0.0,0.0,0.0,0.0,0.0,212.0499271,6.496,4,9,2010,10,1,1,0
746,6,2010-09-10,1424225.44,202505,78.78,2.565,0.0,0.0,0.0,0.0,0.0,213.013312,6.973,4,9,2010,10,1,0,0
3749,27,2010-09-10,1913494.81,204184,70.38,2.837,0.0,0.0,0.0,0.0,0.0,136.6212085,7.982,4,9,2010,10,1,0,0
6037,43,2010-09-10,722120.04,41062,81.32,2.565,0.0,0.0,0.0,0.0,0.0,203.4214677,9.816,4,9,2010,10,1,0,1
3892,28,2010-09-10,1246062.17,206302,83.63,3.044,0.0,0.0,0.0,0.0,0.0,126.1145806,14.18,4,9,2010,10,1,0,0
31,1,2010-09-10,1507460.69,151315,78.69,2.565,0.0,0.0,0.0,0.0,0.0,211.4951902,7.787,4,9,2010,10,1,0,0
1032,8,2010-09-10,831425.2,155078,74.34,2.565,0.0,0.0,0.0,0.0,0.0,214.8528728,6.315,4,9,2010,10,1,0,0
4607,33,2010-09-10,272834.88,39690,91.77,2.961,0.0,0.0,0.0,0.0,0.0,126.1145806,9.495,4,9,2010,10,1,0,0
5036,36,2010-09-10,434471.38,39910,80.58,2.513,0.0,0.0,0.0,0.0,0.0,210.2641156,8.36,4,9,2010,10,1,0,0
5322,38,2010-09-10,336227.69,39690,83.63,3.044,0.0,0.0,0.0,0.0,0.0,126.1145806,14.18,4,9,2010,10,1,0,1
2891,21,2010-09-10,674055.81,140167,79.3,2.565,0.0,0.0,0.0,0.0,0.0,211.1532104,8.099,4,9,2010,10,1,1,0
1604,12,2010-09-10,903119.03,112238,83.63,3.044,0.0,0.0,0.0,0.0,0.0,126.1145806,14.18,4,9,2010,10,1,1,0
4750,34,2010-09-10,932240.96,158114,72.61,2.574,0.0,0.0,0.0,0.0,0.0,126.1145806,9.816,4,9,2010,10,1,0,0
1747,13,2010-09-10,1772143.94,219622,65.74,2.87,0.0,0.0,0.0,0.0,0.0,126.1145806,7.951,4,9,2010,10,1,0,0
4893,35,2010-09-10,961685.98,103681,70.38,2.699,0.0,0.0,0.0,0.0,0.0,136.6212085,8.861,4,9,2010,10,1,1,0
2176,16,2010-09-10,537518.57,57197,57.24,2.78,0.0,0.0,0.0,0.0,0.0,190.3958293,6.868,4,9,2010,10,1,1,0
1461,11,2010-09-10,1231428.46,207499,81.93,2.565,0.0,0.0,0.0,0.0,0.0,214.8065431,7.346,4,9,2010,10,1,0,0
2033,15,2010-09-10,641965.2,123737,62.36,2.837,0.0,0.0,0.0,0.0,0.0,132.7564516,8.099,4,9,2010,10,1,1,0
4321,31,2010-09-10,1308179.02,203750,79.3,2.565,0.0,0.0,0.0,0.0,0.0,211.1532104,8.099,4,9,2010,10,1,0,0
317,3,2010-09-10,352260.97,37392,80.84,2.565,0.0,0.0,0.0,0.0,0.0,214.8065431,7.346,4,9,2010,10,1,1,0
2319,17,2010-09-10,1200888.28,93188,56.28,2.87,0.0,0.0,0.0,0.0,0.0,126.1145806,6.697,4,9,2010,10,1,1,0
5179,37,2010-09-10,510296.07,39910,80.58,2.565,0.0,0.0,0.0,0.0,0.0,210.2641156,8.36,4,9,2010,10,1,0,1
3177,23,2010-09-10,1272842.85,114533,63.21,2.717,0.0,0.0,0.0,0.0,0.0,132.7564516,5.326,4,9,2010,10,1,1,0
1890,14,2010-09-10,2191767.7600000002,200898,70.87,2.699,0.0,0.0,0.0,0.0,0.0,182.598178,8.743,4,9,2010,10,1,0,0
2462,18,2010-09-10,1011201.12,120653,67.09,2.717,0.0,0.0,0.0,0.0,0.0,132.7564516,9.342,4,9,2010,10,1,1,0
4035,29,2010-09-10,491290.37,93638,68.6,2.717,0.0,0.0,0.0,0.0,0.0,132.7564516,10.409,4,9,2010,10,1,1,0
2748,20,2010-09-10,2014954.79,203742,65.02,2.699,0.0,0.0,0.0,0.0,0.0,204.7266827,7.527,4,9,2010,10,1,0,0
460,4,2010-09-10,1865820.81,205863,73.54,2.574,0.0,0.0,0.0,0.0,0.0,126.1145806,7.372,4,9,2010,10,1,0,0
5608,40,2010-09-10,967310.8200000001,155083,62.75,2.717,0.0,0.0,0.0,0.0,0.0,132.7564516,5.326,4,9,2010,10,1,0,0
889,7,2010-09-10,535769.32,70713,48.5,2.78,0.0,0.0,0.0,0.0,0.0,190.3958293,9.017,4,9,2010,10,1,1,0
3178,23,2010-09-17,1159132.58,114533,55.3,2.716,0.0,0.0,0.0,0.0,0.0,132.7670667,5.326,4,9,2010,17,0,1,0
6038,43,2010-09-17,725043.04,41062,78.86,2.582,0.0,0.0,0.0,0.0,0.0,203.4499286,9.816,4,9,2010,17,0,0,1
5323,38,2010-09-17,336253.19,39690,82.45,3.028,0.0,0.0,0.0,0.0,0.0,126.1454667,14.18,4,9,2010,17,0,0,1
1605,12,2010-09-17,852882.61,112238,82.45,3.028,0.0,0.0,0.0,0.0,0.0,126.1454667,14.18,4,9,2010,17,0,1,0
4751,34,2010-09-17,885445.47,158114,70.71,2.594,0.0,0.0,0.0,0.0,0.0,126.1454667,9.816,4,9,2010,17,0,0,0
747,6,2010-09-17,1308537.75,202505,81.78,2.582,0.0,0.0,0.0,0.0,0.0,213.0398643,6.973,4,9,2010,17,0,0,0
3750,27,2010-09-17,1629978.46,204184,64.5,2.846,0.0,0.0,0.0,0.0,0.0,136.6338071,7.982,4,9,2010,17,0,0,0
604,5,2010-09-17,282558.65,34875,82.28,2.582,0.0,0.0,0.0,0.0,0.0,212.0769346,6.496,4,9,2010,17,0,1,0
4894,35,2010-09-17,831443.61,103681,64.5,2.706,0.0,0.0,0.0,0.0,0.0,136.6338071,8.861,4,9,2010,17,0,1,0
1033,8,2010-09-17,836707.85,155078,75.32,2.582,0.0,0.0,0.0,0.0,0.0,214.8785562,6.315,4,9,2010,17,0,0,0
461,4,2010-09-17,1899959.61,205863,64.91,2.594,0.0,0.0,0.0,0.0,0.0,126.1454667,7.372,4,9,2010,17,0,0,0
2749,20,2010-09-17,1948359.78,203742,65.28,2.706,0.0,0.0,0.0,0.0,0.0,204.7513279,7.527,4,9,2010,17,0,0,0
2606,19,2010-09-17,1386789.31,203819,58.68,2.846,0.0,0.0,0.0,0.0,0.0,132.7670667,8.099,4,9,2010,17,0,0,0
5895,42,2010-09-17,536871.58,39690,85.52,3.028,0.0,0.0,0.0,0.0,0.0,126.1454667,9.199,4,9,2010,17,0,0,1
5609,40,2010-09-17,855046.95,155083,55.34,2.716,0.0,0.0,0.0,0.0,0.0,132.7670667,5.326,4,9,2010,17,0,0,0
3321,24,2010-09-17,1273295.46,203819,60.31,2.846,0.0,0.0,0.0,0.0,0.0,132.7670667,8.117,4,9,2010,17,0,0,0
6324,45,2010-09-17,716987.5800000001,118221,66.55,2.706,0.0,0.0,0.0,0.0,0.0,182.622509,8.743,4,9,2010,17,0,1,0
2034,15,2010-09-17,583210.87,123737,57.94,2.846,0.0,0.0,0.0,0.0,0.0,132.7670667,8.099,4,9,2010,17,0,1,0
1176,9,2010-09-17,463448.58999999997,125833,81.19,2.582,0.0,0.0,0.0,0.0,0.0,215.0615285,6.442,4,9,2010,17,0,1,0
32,1,2010-09-17,1430378.67,151315,82.11,2.582,0.0,0.0,0.0,0.0,0.0,211.5224596,7.787,4,9,2010,17,0,0,0
2320,17,2010-09-17,871264.25,93188,58.53,2.875,0.0,0.0,0.0,0.0,0.0,126.1454667,6.697,4,9,2010,17,0,1,0
4036,29,2010-09-17,463752.89,93638,62.49,2.716,0.0,0.0,0.0,0.0,0.0,132.7670667,10.409,4,9,2010,17,0,1,0
4322,31,2010-09-17,1294105.01,203750,83.03,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,4,9,2010,17,0,0,0
1462,11,2010-09-17,1215676.31,207499,83.04,2.582,0.0,0.0,0.0,0.0,0.0,214.8322484,7.346,4,9,2010,17,0,0,0
3893,28,2010-09-17,1159812.35,206302,82.45,3.028,0.0,0.0,0.0,0.0,0.0,126.1454667,14.18,4,9,2010,17,0,0,0
3464,25,2010-09-17,628989.88,128107,60.13,2.706,0.0,0.0,0.0,0.0,0.0,204.7513279,7.527,4,9,2010,17,0,1,0
1891,14,2010-09-17,1953539.85,200898,66.55,2.706,0.0,0.0,0.0,0.0,0.0,182.622509,8.743,4,9,2010,17,0,0,0
4179,30,2010-09-17,462058.19,42988,83.03,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,4,9,2010,17,0,0,1
5180,37,2010-09-17,501251.39999999997,39910,82.1,2.582,0.0,0.0,0.0,0.0,0.0,210.2924504,8.36,4,9,2010,17,0,0,1
5037,36,2010-09-17,454694.21,39910,82.1,2.55,0.0,0.0,0.0,0.0,0.0,210.2924504,8.36,4,9,2010,17,0,0,0
3035,22,2010-09-17,918285.97,119557,62.49,2.716,0.0,0.0,0.0,0.0,0.0,136.6338071,8.433,4,9,2010,17,0,1,0
2177,16,2010-09-17,522049.51999999996,57197,56.55,2.8,0.0,0.0,0.0,0.0,0.0,190.4688287,6.868,4,9,2010,17,0,1,0
1748,13,2010-09-17,1790279.74,219622,66.84,2.875,0.0,0.0,0.0,0.0,0.0,126.1454667,7.951,4,9,2010,17,0,0,0
175,2,2010-09-17,1793903.5999999999,202307,82.05,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,4,9,2010,17,0,0,0
890,7,2010-09-17,489408.53,70713,48.56,2.8,0.0,0.0,0.0,0.0,0.0,190.4688287,9.017,4,9,2010,17,0,1,0
4465,32,2010-09-17,1043962.36,203007,67.17,2.8,0.0,0.0,0.0,0.0,0.0,190.4688287,9.017,4,9,2010,17,0,0,0
6181,44,2010-09-17,279364.13,39910,66.84,2.875,0.0,0.0,0.0,0.0,0.0,126.1454667,7.804,4,9,2010,17,0,0,1
2463,18,2010-09-17,997998.21,120653,60.94,2.716,0.0,0.0,0.0,0.0,0.0,132.7670667,9.342,4,9,2010,17,0,1,0
5752,41,2010-09-17,1111170.91,196321,62.4,2.8,0.0,0.0,0.0,0.0,0.0,190.4688287,7.335,4,9,2010,17,0,0,0
1319,10,2010-09-17,1716755.78,126512,85.52,3.028,0.0,0.0,0.0,0.0,0.0,126.1454667,9.199,4,9,2010,17,0,1,0
318,3,2010-09-17,363064.64,37392,82.36,2.582,0.0,0.0,0.0,0.0,0.0,214.8322484,7.346,4,9,2010,17,0,1,0
3607,26,2010-09-17,923473.7,152513,50.08,2.716,0.0,0.0,0.0,0.0,0.0,132.7670667,8.445,4,9,2010,17,0,0,0
4608,33,2010-09-17,246277.18,39690,89.43,3.028,0.0,0.0,0.0,0.0,0.0,126.1454667,9.495,4,9,2010,17,0,0,0
2892,21,2010-09-17,684340.86,140167,83.03,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,4,9,2010,17,0,1,0
5466,39,2010-09-17,1252915.43,184109,81.83,2.582,0.0,0.0,0.0,0.0,0.0,210.2924504,8.36,4,9,2010,17,0,0,0
319,3,2010-09-24,355626.87,37392,76.9,2.624,0.0,0.0,0.0,0.0,0.0,214.9084516,7.346,4,9,2010,24,0,1,0
891,7,2010-09-24,488008.83,70713,47.55,2.793,0.0,0.0,0.0,0.0,0.0,190.5713264,9.017,4,9,2010,24,0,1,0
2893,21,2010-09-24,671688.06,140167,80.79,2.624,0.0,0.0,0.0,0.0,0.0,211.2552578,8.099,4,9,2010,24,0,1,0
5181,37,2010-09-24,494265.48,39910,79.17,2.624,0.0,0.0,0.0,0.0,0.0,210.3664469,8.36,4,9,2010,24,0,0,1
4895,35,2010-09-24,758069.78,103681,67.08,2.713,0.0,0.0,0.0,0.0,0.0,136.6317821,8.861,4,9,2010,24,0,1,0
5753,41,2010-09-24,1110941.78,196321,60.11,2.793,0.0,0.0,0.0,0.0,0.0,190.5713264,7.335,4,9,2010,24,0,0,0
5610,40,2010-09-24,844373.3099999999,155083,55.63,2.718,0.0,0.0,0.0,0.0,0.0,132.7619333,5.326,4,9,2010,24,0,0,0
4180,30,2010-09-24,448392.17,42988,80.79,2.624,0.0,0.0,0.0,0.0,0.0,211.2552578,8.099,4,9,2010,24,0,0,1
4037,29,2010-09-24,465338.41,93638,65.14,2.718,0.0,0.0,0.0,0.0,0.0,132.7619333,10.409,4,9,2010,24,0,1,0
2178,16,2010-09-24,511330.32,57197,58.19,2.793,0.0,0.0,0.0,0.0,0.0,190.5713264,6.868,4,9,2010,24,0,1,0
1034,8,2010-09-24,773725.08,155078,72.21,2.624,0.0,0.0,0.0,0.0,0.0,214.9547795,6.315,4,9,2010,24,0,0,0
4323,31,2010-09-24,1230250.25,203750,80.79,2.624,0.0,0.0,0.0,0.0,0.0,211.2552578,8.099,4,9,2010,24,0,0,0
2321,17,2010-09-24,852876.2899999999,93188,58.39,2.872,0.0,0.0,0.0,0.0,0.0,126.1900333,6.697,4,9,2010,24,0,1,0
1749,13,2010-09-24,1705655.09,219622,68.22,2.872,0.0,0.0,0.0,0.0,0.0,126.1900333,7.951,4,9,2010,24,0,0,0
4752,34,2010-09-24,867539.07,158114,69.78,2.642,0.0,0.0,0.0,0.0,0.0,126.1900333,9.816,4,9,2010,24,0,0,0
5324,38,2010-09-24,330604.89999999997,39690,81.77,2.939,0.0,0.0,0.0,0.0,0.0,126.1900333,14.18,4,9,2010,24,0,0,1
4609,33,2010-09-24,231976.84,39690,91.18,2.939,0.0,0.0,0.0,0.0,0.0,126.1900333,9.495,4,9,2010,24,0,0,0
1463,11,2010-09-24,1170103.25,207499,77.36,2.624,0.0,0.0,0.0,0.0,0.0,214.9084516,7.346,4,9,2010,24,0,0,0
1606,12,2010-09-24,851919.34,112238,81.77,2.939,0.0,0.0,0.0,0.0,0.0,126.1900333,14.18,4,9,2010,24,0,1,0
5038,36,2010-09-24,419348.58999999997,39910,79.17,2.578,0.0,0.0,0.0,0.0,0.0,210.3664469,8.36,4,9,2010,24,0,0,0
2464,18,2010-09-24,950862.92,120653,64.82,2.718,0.0,0.0,0.0,0.0,0.0,132.7619333,9.342,4,9,2010,24,0,1,0
462,4,2010-09-24,1810684.68,205863,60.96,2.642,0.0,0.0,0.0,0.0,0.0,126.1900333,7.372,4,9,2010,24,0,0,0
1892,14,2010-09-24,1879891.13,200898,68.59,2.713,0.0,0.0,0.0,0.0,0.0,182.6696737,8.743,4,9,2010,24,0,0,0
6039,43,2010-09-24,650263.95,41062,77.42,2.624,0.0,0.0,0.0,0.0,0.0,203.5216786,9.816,4,9,2010,24,0,0,1
2750,20,2010-09-24,1789687.65,203742,69.37,2.713,0.0,0.0,0.0,0.0,0.0,204.8182126,7.527,4,9,2010,24,0,0,0
3894,28,2010-09-24,1111797.21,206302,81.77,2.939,0.0,0.0,0.0,0.0,0.0,126.1900333,14.18,4,9,2010,24,0,0,0
605,5,2010-09-24,293131.58,34875,78.53,2.624,0.0,0.0,0.0,0.0,0.0,212.1519404,6.496,4,9,2010,24,0,1,0
1320,10,2010-09-24,1655036.75,126512,85.75,2.939,0.0,0.0,0.0,0.0,0.0,126.1900333,9.199,4,9,2010,24,0,1,0
3751,27,2010-09-24,1597002.71,204184,67.08,2.837,0.0,0.0,0.0,0.0,0.0,136.6317821,7.982,4,9,2010,24,0,0,0
748,6,2010-09-24,1275591.84,202505,76.49,2.624,0.0,0.0,0.0,0.0,0.0,213.1152886,6.973,4,9,2010,24,0,0,0
3608,26,2010-09-24,868636.3,152513,52.47,2.718,0.0,0.0,0.0,0.0,0.0,132.7619333,8.445,4,9,2010,24,0,0,0
5467,39,2010-09-24,1199449.54,184109,78.5,2.624,0.0,0.0,0.0,0.0,0.0,210.3664469,8.36,4,9,2010,24,0,0,0
2607,19,2010-09-24,1318343.58,203819,63.43,2.837,0.0,0.0,0.0,0.0,0.0,132.7619333,8.099,4,9,2010,24,0,0,0
1177,9,2010-09-24,452905.22,125833,77.15,2.624,0.0,0.0,0.0,0.0,0.0,215.1378313,6.442,4,9,2010,24,0,1,0
3179,23,2010-09-24,1099055.65,114533,57.75,2.718,0.0,0.0,0.0,0.0,0.0,132.7619333,5.326,4,9,2010,24,0,1,0
6325,45,2010-09-24,678228.58,118221,68.59,2.713,0.0,0.0,0.0,0.0,0.0,182.6696737,8.743,4,9,2010,24,0,1,0
4466,32,2010-09-24,1067432.1,203007,64.19,2.793,0.0,0.0,0.0,0.0,0.0,190.5713264,9.017,4,9,2010,24,0,0,0
2035,15,2010-09-24,548542.47,123737,62.53,2.837,0.0,0.0,0.0,0.0,0.0,132.7619333,8.099,4,9,2010,24,0,1,0
6182,44,2010-09-24,281313.77999999997,39910,68.22,2.872,0.0,0.0,0.0,0.0,0.0,126.1900333,7.804,4,9,2010,24,0,0,1
3322,24,2010-09-24,1169413.27,203819,64.3,2.837,0.0,0.0,0.0,0.0,0.0,132.7619333,8.117,4,9,2010,24,0,0,0
176,2,2010-09-24,1724557.22,202307,81.79,2.624,0.0,0.0,0.0,0.0,0.0,211.2552578,8.099,4,9,2010,24,0,0,0
33,1,2010-09-24,1351791.03,151315,80.94,2.624,0.0,0.0,0.0,0.0,0.0,211.5972246,7.787,4,9,2010,24,0,0,0
3465,25,2010-09-24,607819.33,128107,65.06,2.713,0.0,0.0,0.0,0.0,0.0,204.8182126,7.527,4,9,2010,24,0,1,0
